Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
30-50	effluvia											offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The observations made in my inspection of each groupof factories were specially directed to ascertain the extentof the works, the duration of their existence, the characterand amount of effiuvia proceeding from them, and the meansin use for preventing the escape of offensive effluvia.
38-9	effluvia											offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The arrangements for preventing the escape of offensiveeffluvia are very imperfect, but, inasmuch as but little workhas been carried on at these premises up to the presenttime, the effluvia proceeding from them have probably hadlittle to do with the complaints
38-35	effluvia	sulphate of ammonia														031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The arrangements for preventing the escape of offensiveeffluvia are very imperfect, but, inasmuch as but little workhas been carried on at these premises up to the presenttime, the effluvia proceeding from them have probably hadlittle to do with the complaints
44-12	fumes	oil of vitriol			acid				in the manufacture of							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	(a. ) Thearrangements for preventing escape of acid fumes in themanufacture of oil of vitriol appear to be efficient, exceptat times when the denitrating chamber is being washed out,which is only occasionally, {h.)
46-17	effluvia		into the atmosphere						during the mixing of the materials			offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Until quitelately, no means have been in use for preventing the escapeof offensive effluvia into the atmosphere during the mixingof the materials, or subsequently on their discharge fromSection2
56-19	effluvia		into the atmosphere									offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The bestpracticable means, so far as my knowledge extends, of preventing the escape of offensive effluvia into the atmospherefrom the mixer and the reception-pits are in use in thisestablishment.
57-12	effluvia	from these works			the extension of											031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Except accidentally, I should very muchdoubt the extension of effluvia from these works to anyconsiderable distance
63-26	fumes	pyrites | crude sulphur			acid					from the shaft						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The burners act efficiently, but at the time of myvisit the Gay Lussac condensing tower was not acting perfectly, and hence acid fumes were escaping from the shaftat an elevation of about 100 feet.
67-5	odour				very powerful | pungent					the part of the works devoted to manure making						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	A very powerful pungent odour pervadedthe part of the works devoted to manure making, accompanied by an empyreumatic odour, dne to the heating of aheap of shoddy.
67-21	odour				empyreumatic				dne to the heating of a heap of shoddy							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	A very powerful pungent odour pervadedthe part of the works devoted to manure making, accompanied by an empyreumatic odour, dne to the heating of aheap of shoddy.
68-25	effluvia				very pungent							offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	From the character of the materials used,and from my experience of similar manufactories, I amsatisfied that very pungent and offensive effluvia must begiven off in the manulacture of manures into which thesematerials enter as ingredients.
69-13	effluvia		from the atmosphere													031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	No means whatever are inuse in this establishment to intercept these effluvia from theatmosphere, to which there are free openings at all parts ofthe premises
71-26	effluvia									from this establishment		offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	(3) Duncan^H Sugar Bakery (No. 5 on the map). — Nosuggestion was made that any offensive effluvia at any timeproceeded from this establishment
81-3	fumes				acid					in the Gay Lussac tower						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Any acid fumes which mayescape condensation in the Gay Lussac tower are dischargedat an elevation of 110 feet, {h.)
84-11	effluvia		through the atmosphere													031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Some means are in use to prevent theescape of effluvia into the premises from the mixer andreceiving pit, but the object sought is to discharge themfrom the shaft at an elevation of 110 feet, from whencethey may travel a long distance through the atmosphere.
85-35	odour	from these works			empyreumatic				when the cylinders are emptied		occasionally | twice a day					031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The best practicable means of preventing nuisance from theworks have been adopted.(5) Walmsley ' s Malt Roasting Works (No. 7 on map),— An empyreumatic odour is said to proceed from theseworks occasionally, but this is only about twice a day,when the cylinders are emptied.
86-2	effluvia															031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The effluvia has neverbeen made a vSubject • of complaint, and probably do notextend to any considerable distance
91-2	effluvia	from this admixture	into the atmosphere													031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The effluvia arising from this admixtureare comparatively inconsiderable, but such as they are, nomeans have been adopted for preventing their escape freelyinto the atmosphere outside the sheds.
99-11	effluvia	various products of the distillation	into covered receptacles						while hot			offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Much care is taken to prevent the escape of offensiveeffluvia by the reception of the various products of thedistillation while hot into covered receptacles.
100-6	effluvia	the hot pitch										offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The onlysource of offensive effluvia has been the hot pitch as firstrun off from the stills ; but means are now being adoptedto prevent nuisance from this source in future ; these meansare of • a nature which, it appears to me are likely to besuccessful.
