Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
193-73	odore	Agarico imbuto | Imbuto										grato | grato	Trust	Positive		it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso-subemisferico espanso-ombelicato o imbutiforme, con umbone nel fondo quasi sempre persistente, al margine sovente con rialzi tomentosi che lo rendono come striato, di color nocciuola o di pan cotto; lamelle spesse, strette, bianche, assai decorrenti sul gambo; gambo pieno, tenace, bianco, inferiormente con tinta nocciuola, un po’ bulboso; carne bianca, tenace, di grato odore e sapore un po’ astringente; basidii clavati, 30-35 × 6-7 μ;spore ovato-sferiche, 5-6 × 3-4 μ.
210-90	odore	Agarico geotropo			forte		come di frutta					assai grato | assai grato	Trust	Positive		it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da prima convesso-umbonato o gibboso, col margine largamente involto verso il gambo, indi espanso e depresso, con umbone nel mezzo o anche senza, di color isabella, giallo-carne o pane cotto; lamelle non tanto spesse, grossette, da prima attaccate, poi scorrenti sul gambo, bianche sul principio, ma poi quasi del colore del cappello; gambo solido, generalmente molto alto, robusto, del medesimo colore del cappello, alla base bulboso; carne bianca, di odore forte, assai grato, come di frutta (Calvil) e sapore non speciale; basidii clavato-capitati, 35-45 × 6-8 /μ; spore ovatoglobose, jaline, 6-7 × 5-6 μ.
213-11	aroma	Agarico geotropo			forte											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	È uno dei funghi più squisiti, e pel forte aroma che possiede si può cuocere anche alla maniera dei tartufi servendosene come di questi per condimento.
219-71	odore	Agarico candido			forte		di farina fresca									it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso-piano a forma di imbuto, con margine involuto, colore bianco-latteo, coll’età tingentesi di color paglia, quando è perfettamente sviluppato largo fino a 2 decimetri; lamelle molto spesse, assai strette, talora forcute, scorrenti sul gambo, bianche, poi paglia; gambo robusto, solido, del medesimo colore del cappello; carne bianca, compatta, di odore forte di farina fresca e sapore grato, mite; basidii clavati, 30-35 × 6-7 μ.; spore ovato-allungate, jaline, 7 × 3 μ.
236-92	odore	Agarico driofilo														it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso o companulato spianato, col centro depresso o anche rilevato ad umbone e col margine quasi sempre rivolto verso le lamelle, secco, di colore generalmente di pan cotto, ma variante dal rossastro al giallastro-bianclieggiante; lamelle spesse, strette, bianche o raramente a tinta zolfina, verso il gambo sinuato-aderenti o libere; gambo fistoloso, cioè già da prima vuoto nell’interno, fibrilloso-tenace, eguale o alla base tuberoso-radicato, del color del cappello; carne pallida, di nessun odore o sapore speciale: spore bianche, ovato-virgoliformi, 5-6 × 3 μ.
257-24	odore	Fungo della Ferula | Felengo			poco marcato				nel fungo vegeto							it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	gambo e sovente reticolate; gambo solido, ventricoso-radicato, di color biancastro: carne compatta, bianca, di sapore grato e odore poco marcato nel fungo vegeto, ma molto profumata nel fungo disseccato; basidii clavati, 45-50 × 6-8 μ.; spore bianche, cilindracee ovato-allungate, 10-14 × 5-6 μ.
257-33	profumata				profumata | molto				nel fungo disseccato							it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	gambo e sovente reticolate; gambo solido, ventricoso-radicato, di color biancastro: carne compatta, bianca, di sapore grato e odore poco marcato nel fungo vegeto, ma molto profumata nel fungo disseccato; basidii clavati, 45-50 × 6-8 μ.; spore bianche, cilindracee ovato-allungate, 10-14 × 5-6 μ.
259-16	aroma	Fungo della Ferula | Felengo			forte				quando è disseccato							it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	È fungo assai squisito, e si usa a preferenza come condimento per il forte aroma che tramanda quando è disseccato.
274-112	odore	Gelone | Cardella | Cen-ena			forte		di farina fresca		in età tenace							it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Cresce a cespi coi cappelli imbiricati e coi gambi uniti insieme e connati; la forma del cappello è di ventaglio o ovato-allungata: il colore è bruno-cinerino o grigiastro, nella parte posteriore verso il punto d’inserzione sui tronchi è coperto d’una lanugine biancastra; il gambo è laterale, conficcato nel tronco, talora assai corto da sembrare una specie di radice serpeggiante fra la corteccia, di coloire biancastro e coperto da un fitto tomento grigio; le lamelle sono abbastanza spesse, larghe, scorrenti sul gambo, da prima bianche poi grigie; la carne bianca, in età tenace, di odore forte di farina fresca; i basidii clavati; le spore cilindracee, 8-12 × μ.
290-83	odore	Igroforo pratense										grati | grati	Trust	Positive		it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso spianato-gibboso, quasi a forma di trottola, liscio, secco, di color fulvo o fulvo-ranciato, coli’ epidermide di frequente screpolata; lamelle distanti, scorrenti sul gambo, nel fondo congiunte a vene, bianche o con tinta fulva; gambo pieno, nel fungo vecchio sovente cavo, fibrinoso, attenuato inferiormente, del colore del cappello o più pallido; carne pure della medesima tinta ma più languida, di sapore e odore grati; basidii clavati, 45-50 × 6-7 μ; spoi-e ellitiche, bianche, 6 × 4-5 μ.
302-97	odore	Fungo Mugnaio			fungino											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso o conico-convesso spianato e quasi sempre rilevato nel mezzo, col margine rivolto verso le lamelle e poi nel fungo adulto ripiegato sul cappello, secco, glabro, liscio, ma con pelle screpolato-areolata in età, di colore bianco, sovente a macchie rosse; lamelle distanti, scorrenti sul gambo, bianche; gambo pieno, poi sovente cavo, glabro, attenuato inferiormente, del color del cappello, talora qua e là o specialmente alla base macchiato di rosso; carne bianca, di sapore grato ed odore fungino; basidii clavati, 50-60 × 6-8 μ; spore bianche, ellittiche, 10-12 × 6-7 μ.
318-93	odore	Feverone | Peveraccio										grato | grato	Trust	Positive		it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello assai carnoso, convesso-ombelicato, poi ad imbuto, col margine da prima rivolto verso le lamelle e fioccoso, indi glabro, leggermente viscoso, di color bianco sporco con macchie rosseggianti e talora con zone gialliccie verso il margine, quasi sempre coperto da frustoli di terra; lamelle assai spesse, sottili, strette, attaccate al gambo con seno rientrante, bianche, indi carnicine o giallo-carnicine; gambo corto, solido o raramente in età cavo, biancastro; carne compatta, granulosa, di odore grato, contenente un succo lattiginoso bianco, immutabile all’aria, di sapore acre-piperato; cistidii clavati o quasi fusiformi, 65-75 × 12 μ; basidii clavati, 40-50 × 7-9 μ; spore jaline, echinulate, quasi rotonde, 6-7 × 5-6 μ.
351-109	odore	Lattario ranciato			forte											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso piano-depresso o ciatiforme, coi margini da prima rivolti verso le lamelle e bianco-pruinati, viscoso a tempo vivido, di colore ranciato vivo con macchie o zone igrofane di color più marcato, che dispariscono nel fungo secco o asciutto; lamelle spesse, un po’ scorrenti sul gambo e attenuate o più sovente un po’ rotondate al punto d’inserzione, da prima bianche, poi color ocraceo-ranciato; gambo subito cavo, cilindrico, da giovane pruinato, del color del cappello, ma più languido; carne bianca, vicino all’epidermide giallo-ranciata, di forte odore; latte bianco, iuuìuitabile, molto acre: spore quasi rotonde, echinulate, 7-8 × 1 μ.
354-192	odore	Lapacendro buono			buon											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Si confonde facilmente col Lapacendro buono, pel quale anzi lo vidi raccogliere parecchie volte; e vengono certamente causati da Questo fungo gli avvelenamenti o i disturbi che talora si attribuiscono al primo Conviene quindi star attenti per non scambiarlo, il che riuscirà facile se si osserva che al taglio nel Lattario ranci ato la carne ed il latte sono bianchi, mentre nel Lapacendro sono colore arancioItal Lapacendro buono Volg Fong dal Pin Sanguignol Franc Le sanguin Ted Reissger, BrütlingHa cappello da convesso-ombelicato depresso o quasi imbutiforme, coi margini da prima rivolti verso le lamelle e pubescenti, un po’ viscoso, di color rosso-ranciato più o meno vivo a seconda dell’età, sovente con zone più marcate, nel fungo adulto a macchie verde-rame: lamelle spesse, strette, color ranciato-languido, con macchie verdi in età; gambo subito cavo, cilindrico, del color del cappello, con piccole fossette ovali o rotonde a tinta più marcata ed in età pure a chiazze verdi; carne granulosa, bianco-gialla e alla periferia colore ranciato, di buon odore; latte copioso, colore ranciato vivo, di sapore piperato che tramanda alla carne; basidii clavati, 40-45 × 9-10 μ; spore quasi rotonde, echinulate, 10 × 8 μSi trova in tutte le selve, specialmente ai margini erbosi sotto le piante conifere, dal luglio al novembreIl Lapacendro buono è uno dei funghi più sicuri e più in uso che si conoscano Già i Romani ne apprezzarono le proprietà mangerecce Plinio nella sua storia naturale lo mette a paro dell’Uovolo, e negli affreschi scoperti a Pompei si trova pure la figura di questo fungo I metodi usitati per prepararlo sono alla graticola e al tegame Onde riesca saporito conviene scegliere individui giovani e ben conservati Nel fungo adulto la carne diventa grumosa e perde molto del primitivo saporeItal Lapacendro sanguigno Volg Fong dal sangue, Sanguignol Franc Lactaire à sue rougeHa cappello da convesso-ombelicato spianato-depresso o quasi imbutiforme, col margine da prima rivolto verso le lamelle e bianco-pruinato, viscoso, di color ranciato-vinoso, poi ranciato-auroreo con macchie verde-rame, a zone più marcate che spariscono con l’età; lamelle spesse, sottili verso il gambo, attaccate e leggermente scorrenti sullo stesso, di color roseo, carnicino o violaceo-livido, volgenti al ranciato nel fungo adulto e macchiate di verde; gambo pieno o raramente cavo, attenuato verso la base, rosso-sanguigno o roseo, poi del colore del cappello, da prima coperto d’una pruina bianca, sovente a fossette con tinta più forte e colle medesime macchie verde-rame del cappello e dello lamelle, prodotte dal latte che al contatto dell’aria cangia di colore; carne bianca, al taglio macchiata di rosso, d’odore grato da frutta e sapore acre-piperato; latte di colore sanguigno, piperato; basidii clavati,\t35-40 × 8-10 μ; spore quasi rotonde, echinulate, 8-10 × 8-9 μNasce nei pineti della zona della vite in famiglie numerose dall’agosto al novembreIl Lapacendo sanguigno ha le medesirae proprietà e serve ai medesimi usi del Lapacendro buono, col quale generalmente si confonde, specialmente quando è intieramente sviluppato e perde i bei colori giovanili; però il latte di color sangue lo conserva e da questo carattere può essere sempre distinto Non cresce in montagna, né nelle selve di conifere, ma esclusivamente nei boschetti di Pino nelle valli vitifere Non si trova quindi in Val di Sole, in Val di Flemme, Val di Rendena ecc dov’è surrogato dal Lapacendro buono, il quale vegeta fin quasi al termine della vegetazione arboreaÈ di gusto più delicato del Lapacendro buono e viene generalmente preferito a questo nei luoghi dove cresce in societàSpiegazione delle figure: a-d Fungo in vario grado di sviluppo, e Individuo sezionato verticalmente f Basidii g SporeItal Peveraccio giallo Frane La vachette Ted BrätlingHa cappello da prima globoso poi spianate-depresso, con margine da prima rivolto verso le lamelle e bianco pubescente, secco, di colore giallo aranciato o giallo fulvo tendente al bruno nel centro, tutto screpolato in età: lamelle spesse, da prima bianche poi giallognole, attenuate alle due estremità, un po’ decorrenti sul gambo; gambo solido, cilindrico, duro, del colore del cappello o un po’ più languido; carne compatta, dura, bianca, al taglio bruna, di sapore dolce e odore grato; latte copiosissimo, bianco, immutabile, di sapore dolce; spore bianche, rotonde, echinulate, 8-9 μ di diametroVegeta copioso tanto nelle selve di conifere che di piante frondose dal luglio all’ottobre, specialmente nei luoghi muscosiÈ fungo assolutamente innocuo e di buon gusto se viene ben cotto e conditoDa noi non è conosciuto, ma in altri luoghi, specialmente nell’Austria inferiore, è ricercato a preferenza del Lapacendro buono Colà si prepara dal popolo alla graticola facendo un taglio longitudinale al gambo e cospergendolo con molto sale, e dalle classi agiate alla casseruola con burro, brodo di carne, pepe, sale, prezzemolo e quando è presto cotto aggiungendovi del semolino (gries) quanto è necessario ad assorbire l’intingolo, e poi a piena cottura si serve come contorno alla carneSpiegazione delle figure: a-h Individuo in vario grado di sviluppo, e Individuo sezionato verticalmente, d SporeLactarius vellereus Fr — Tav LXVIIItal Lattario lanuto Franc Le poivré mouttoné Ted WollschwammHa cappello convesso-ombelicato, poi ad imbuto, assai carnoso, compatto, tutto coperto da una fina lanugine di colore bianco-calce; lamelle grossette, distanti, sovente ramose, al gambo troncato-attaccate, bianche; gambo corto, obeso, bianco, pubescente: carne compatta, granulosa, acre; latte bianco, acre-piperato, diventante al contatto dell’aria, dopo qualche tempo, color zolfino; basidii clavati, 40-50 × 7-10 μ; spore bianche, quasi rotonde, 6-8 × 6 μ, minutamente asperuleCresce copioso in greggi nelle selve di conifere dal luglio all’ottobreDi questo fungo ho dato la figura perchè si distingua dallaRossola delica, che è mangereccia e colla quale ha moltissima somiglianza Pel suo latte riesce assai drastico e, se mangiato in quantità, agisce come vomitorio; perde però queste proprietà se viene prima bollito nell’acqua e poi, gettandola via, cucinato In vari luoghi si usa prepararlo per l’inverno in salamoia cuocendolo quasi intieramente nell’acqua e poi, spremuto, polverizzandolo con sale e collocandolo in vasi di terra ponendovi sopra un peso per tenerlo ben compresso Quando si vuol mangiarlo, se lo prende fuori e si cuoce alla graticola nel modo già altrove accennatoTrattandolo così riesce innocuo, ma non però buonoSpiegazione delle figure: a Fungo bene sviluppato, b Fungo sezionato verticalmente, c Basidii d SporeFunghi carnosi con cappello e gambo, senza anello e volva; tessuto del gambo contiguo a quello del cappello; lamelle rigide, fragili, senza succo latteo, al gambo per lo più libere o soltanto aderenti; carne granulosa; spore bianche o giallognole, globose o quasi, con episporio echinulatoRussula delica Fr — Tav LXVIII Ital Rossola delica, Colombina bianca Franc Prévat Ha cappello convesso-depresso e poi quasi imbutiforme, coi margini da prima rivolti verso le lamelle, di colore bianco sporco, con tinta qua e là nocciuola, quasi sempre coperto dalla terra o dagli aghi delle conifere che smuove crescendo; lamelle abbastanza spesse, sovente forcate, un po’ decorrenti sul gambo, bianche, sovente a riflesso glauco o verde-rame languidissimo; gambo eguale, cilindrico, glabro, bianco, sovente alla sommità con zona colore celestino o verde-rame; carne granulosa, di odore non tanto marcato e di sapore un po’ piccante nel fungo giovane; basidii clavati, \t50-55 × 12-15 μ; spore bianche, rotonde, echinulate, 9-12 × 9-11 μÈ comune specialmente la varietà a lamelle glauche (Russula chloroides (Krombh) Bres) nelle selve tanto di conifere che di piante frondose dal giugno all’ottobre in famiglie di molti individui disposti per lo più in circoliÈ fungo mangereccio ma non della migliore qualità a motivo della carne troppo grossolana e dura Conviene perciò cuocerlo molto bene e ben condirlo, affinchè riesca gradevole È facile confonderlo col Lattario lanuto, dal quale diversifica specialmente per la mancanza di latte, pel colore meno bianco e per la carne meno acreSpiegazione delle figure: a-b Due individui in posizione diversa, c Individuo sezionato verticalmente, d Basidii e cistidii e SporeRussula virescens Schaeff — Tav LXIXItal Verdone, Colombina verde, macchiata Franc Palomet- Ted Grünhcher Taubling Ha cappello carnoso, da prima quasi globoso, poi piano e depresso nel centro, secco, colla superficie subito screpolata in areole poligonali, di colore verde rame o glauco-azzurrognolo o anche giallo-verde su fondo paglierino; lamelle strette, eguali, spesse, bianche, fragili, al gambo attenuato-libere; gambo eguale, rugoso-strisciato, pieno d’una sostanza spugnosa, poi a cavità, bianco; carne compatta, un po’ granulosa, bianca, al taglio diventante di tinta ontano-pallida, di grato odore e sapore: basidii clavati, 36-40 × 9-10 μ; spore bianche, quasi rotonde, echinulate, 7-9 × 7-7 1/2,iiNasce nei boschi a foglia o misti dal luglio all’ottobre in famiglie È uno dei funghi più squisiti, e si può preparare tanto alla graticola che al tegame Non è facile confonderlo con altre specie se si osserva alle screpolature del cappello, che non si verificano mai sotto questo aspetto in altre RossoleSpiegazione delle figure: a-b Fungo in vario grado di sviluppo, c Individuo sezionato verticalmente, d Basidii e cistidiie SporeRussula lepida Fr — Tav LXXItal Rossola lepida, Colombina rossa di sapore dolce Franc Rougillon pourpre Ted Rosen-TaublingHa cappello carnoso, compatto, da convesso spianate-depresso, secco, di colore roseo-sanguigno o rosso-aranciato, col centro in età biancheggiante e coll’epidermide screpolata in areole o squame, lamelle abbastanza spesse, grossette, qua e là forcate, al gambo rotondate, bianche, poi giallognole, verso il margine del cappello talora col taglio rosso; gambo robusto, solido, liscio o un po’ rugoso, bianco, tinto in parte di roseo; carne bianca, mite, compatto-granulosa, di sapore grato di nocciuola e odore non marcato; cistidii fusiformi, 70-80 × 9-11 μ; basidii 35-40 × 8-10 μ; spore bianche, echinulate, rotondate, 7-9 μCresce nei boschetti frondosi delle valli dal luglio all’ottobre in greggiHa le medesime proprietà e il medesimo gusto del Verdone, e perciò merita d’essere conosciuta ed apprezzata Osservandola solamente al colore, si può confonderla con altre specie di Rossola venefiche o sospette, come la Russula emetica(Tav LXXIII), Russula rubra, Russula sanguinea ecc: ma, oltre i caratteri specifici quivi indicati, una nota pratica sicura per distinguere questa specie, come pure tutte le Rossole mangerecce dalle Rossole venefiche e sospette, si è il sapore della carne, il quale nelle prime è dolce, mite, caseoso, e nelle seconde è acre e piperato Basta quindi, nel dubbio che un esemplare di Rossolasia no venefico o sospetto, assaggiarne la carne; se questa è mite si può senza nessun pericolo mangiarne, se è acre si deve rifiutare Nè tale assaggio riesce di danno stante la tenuità della materia e poi perchè appena assaggiata si può tosto rigettareSpiegazione delle figure: a-b Fungo in vario grado di sviluppo, c Sezione verticale d’un individuo, d Basidii e cistidii e SporeRussula cyanoxantha Schaeff — Tav LXXIItal Rossola iridescente Rossola maggiore Colombina maggioreFranc Charbonnier Ted Graublauer TäublingHa cappello carnoso, compatto, da prima ovale, poi spianato-depresso, glabro, striato, a tempo umido viscoso, di vario colore, bruno ceruleo, con centro giallastro, lilacino-violaceo, violaceo-porporino, grigio ardesia o piombino, con tinta qua e là lilacino-cianea a seconda dell’età o del tempo umido o secco; lamelle spesse, larghe, fragili, sovente forcate e con lamellette, al gambo attenuato-attaccate, bianche; gambo robusto, verso la base per lo più attenuato, bianco o con tratti a tinta lilacino-vìolacea o anche tutto lilacino, pieno, poi lacunoso; carne compatto-granulosa, bianca, sotto l’epidermide lilacino-violacea, di sapore mite e odore non marcato; basidii clavati, spore quasi rotonde, bianche, 7-9 × 7-8 μ, echinulate.
